21007087,人力资源管理                                  ,3
21007088,人事行政                                    ,3
21007089,社会发展中的宏观管理                              ,3
21007090,实证研究入门                                  ,2
21007091,世界城市发展史                                 ,2
21007092,市场与价格管理                                 ,3
21007093,市政管理学                                   ,3
21007094,水资源与水务管理                                ,2
21007095,谈判理论与实务                                 ,2
21007096,投入产出分析                                  ,3
21007097,土地法学                                    ,3
21007098,土地行政学                                   ,2
21007099,土地科学导论                                  ,2
21007100,土地利用规划                                  ,4
21007101,土地评价                                    ,3
21007102,土地信息系统                                  ,3
21007103,土地资源管理学                                 ,3
21007104,土地资源学                                   ,3
21007105,土木工程概论                                  ,3
21007106,外国宏观经济管理                                ,3
21007107,危机管理与应急公关                               ,2
21007108,武警基层行政管理                                ,2
21007109,武警基层文化工作                                ,2
21007110,西方城市规划理论                                ,2
21007111,西方经济学                                   ,3
21007112,现代城市管理                                  ,3
21007113,现代城市交通规划与管理                             ,2
21007114,现代城市组织与功能                               ,2
21007115,现代科技概论                                  ,2
21007116,现代社会与政府监管                               ,2
21007117,学校管理                                    ,2
21007118,遥感与地理信息系统                               ,2
21007119,医改与健康                                   ,2
21007120,应急管理概论                                  ,2
21007121,政党与选举                                   ,2
21007122,政府采购                                    ,2
21007123,政府风险管理                                  ,2
21007124,政府会计                                    ,2
21007125,政府经济分析                                  ,3
21007126,政府经济学                                   ,3
21007127,志愿服务管理                                  ,2
21007128,中国城市发展史                                 ,2
21007129,中国特色新型高校智库建设                            ,2
21007130,中国政府与政治                                 ,3
21007131,中外城市发展史                                 ,3
21007132,组织行为                                    ,3
21008001,柏拉图作品研读                                 ,2
21008002,比较文学概论                                  ,3
21008003,当代文艺思潮                                  ,2
21008004,第二语言学习理论                                ,2
21008005,电视剧创作概论                                 ,3
21008006,东方文学史                                   ,2
21008007,对外汉语教学法                                 ,2
21008008,多媒体艺术概论                                 ,2
21008009,方言学                                     ,3
21008010,古代汉语                                    ,3
21008011,古籍导读                                    ,2
21008012,古罗马经典研读                                 ,2
21008013,古罗马史书研读                                 ,2
21008014,古希腊悲剧研读                                 ,2
21008015,古希腊史书研读                                 ,2
21008016,古希腊戏剧研读                                 ,2
21008017,国外汉学                                    ,2
21008018,汉语词汇学                                   ,2
21008019,汉语史                                     ,3
21008020,汉语视听说                                   ,4
21008021,汉语写作                                    ,2
21008022,汉语语法学                                   ,3
21008023,汉语语法研究                                  ,2
21008024,汉语语义学                                   ,2
21008025,汉语语音学                                   ,3
21008026,华语影视文学                                  ,2
21008027,金庸小说与传统文化                               ,2
21008028,卡夫卡研究                                   ,2
21008029,口语知识与技能                                 ,4
21008030,拉丁语法律文献导读                               ,2
21008031,拉丁语基础                                   ,2
21008032,拉丁语文学史                                  ,2
21008033,拉丁语中级                                   ,2
21008034,浪漫主义到现代主义的西方文艺                          ,2
21008035,历代文选及习作                                 ,2
21008036,鲁迅研究                                    ,2
21008037,马克思主义文论                                 ,2
21008038,马列文论                                    ,3
21008039,媒介与政治                                   ,2
21008040,媒体、社会与人文素质                              ,2
21008041,民间文学概论                                  ,2
21008042,明清小说选读                                  ,3
21008043,欧美文学专题研究                                ,2
21008044,欧美现代戏剧专题                                ,2
21008045,欧洲中世纪文学史                                ,2
21008046,葡萄酒酿造概论                                 ,2
21008047,普通心理学                                   ,2
21008048,人文学术的问题和方法                              ,2
21008049,日本动漫研究                                  ,2
21008050,色诺芬的苏格拉底作品绎读                            ,2
21008051,神话理论与批评                                 ,2
21008052,声韵学                                     ,2
